task_id,read,update,scan,insert,memcached_m,memcached_n,memcached_f,memcached_c,memcached_t,memcached_R,memcached_b,memcached_resource,memcached_replicas,memcached_accepting_connections,memcached_connections_listener_disabled_total,memcached_connections_rejected_total,memcached_connections_total,memcached_connections_yielded_total,memcached_current_connections,memcached_current_items,memcached_items_evicted_total,memcached_items_reclaimed_total,memcached_items_total,memcached_lru_crawler_enabled,memcached_lru_crawler_hot_max_factor,memcached_lru_crawler_hot_percent,memcached_lru_crawler_items_checked_total,memcached_lru_crawler_maintainer_thread,memcached_lru_crawler_moves_to_cold_total,memcached_lru_crawler_moves_to_warm_total,memcached_lru_crawler_moves_within_lru_total,memcached_lru_crawler_reclaimed_total,memcached_lru_crawler_sleep,memcached_lru_crawler_starts_total,memcached_lru_crawler_to_crawl,memcached_lru_crawler_warm_max_factor,memcached_lru_crawler_warm_percent,memcached_max_connections,memcached_process_system_cpu_seconds_total,memcached_process_user_cpu_seconds_total,memcached_slab_chunk_size_bytes,memcached_slab_chunks_free,memcached_slab_chunks_free_end,memcached_slab_chunks_per_page,memcached_slab_chunks_used,memcached_slab_cold_items,memcached_slab_current_chunks,memcached_slab_current_items,memcached_slab_current_pages,memcached_slab_hot_age_seconds,memcached_slab_hot_items,memcached_slab_items_age_seconds,memcached_slab_items_crawler_reclaimed_total,memcached_slab_items_evicted_nonzero_total,memcached_slab_items_evicted_time_seconds,memcached_slab_items_evicted_total,memcached_slab_items_evicted_unfetched_total,memcached_slab_items_expired_unfetched_total,memcached_slab_items_moves_to_cold,memcached_slab_items_moves_to_warm,memcached_slab_items_moves_within_lru,memcached_slab_items_outofmemory_total,memcached_slab_items_reclaimed_total,memcached_slab_items_tailrepairs_total,memcached_slab_lru_hits_total,memcached_slab_warm_age_seconds,memcached_slab_warm_items
709,293.0,84.0,0.0,108.0,415,596,1.81,1074,9,107,1320,28,1,1.0,0.0,0.0,6.0,0.0,2.67,109707.0,0.0,0.0,109787.0,1.0,0.2,20.0,36569.0,1.0,109769.0,5.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1074.0,1.01,0.37,648.0,1545.0,0.0,1618.0,73.0,71.0,1618.0,73.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,0.0,0.0,0.0,0.0,4.0,22.0,2.0
710,313.0,77.0,0.0,133.0,810,997,2.94,1057,11,46,1207,7,1,1.0,0.0,0.0,6.0,0.0,2.33,109694.0,0.0,0.0,109796.0,1.0,0.2,20.0,36564.67,1.0,106406.33,6.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1057.0,1.05,0.37,1048.0,907.0,0.0,1000.0,93.0,93.0,1000.0,93.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0
711,359.0,85.0,0.0,114.0,902,861,3.25,1021,10,40,1297,15,1,1.0,0.0,0.0,6.0,0.0,3.0,109726.0,0.0,0.0,109821.0,1.0,0.2,20.0,36575.33,1.0,109801.0,6.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1021.0,1.04,0.38,912.0,1066.0,0.0,1149.0,83.0,83.0,1149.0,83.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
712,346.0,102.0,0.0,118.0,273,913,9.0,1423,11,48,1338,21,1,1.0,0.0,0.0,6.0,0.0,2.33,32695.0,76985.0,0.0,109746.0,1.0,0.2,20.0,10898.33,1.0,109735.0,5.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1423.0,1.03,0.34,968.0,1028.0,0.0,1083.0,55.0,55.0,1083.0,55.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
713,343.0,82.0,0.0,110.0,351,829,4.55,1332,10,50,1129,18,1,1.0,0.0,0.0,7.0,0.0,2.67,91427.0,18268.0,0.0,109779.0,1.0,0.2,20.0,91427.0,1.0,109761.0,4.0,5.0,0.0,100.0,2.0,0.0,2.0,40.0,1332.0,0.96,0.38,880.0,1114.0,0.0,1191.0,77.0,75.0,1191.0,77.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.0,4.0,0.0,0.0,0.0,5.0,35.0,2.0
714,298.0,81.0,0.0,108.0,296,133,3.56,1631,9,29,1357,24,1,1.0,0.0,0.0,10.33,0.0,3.67,109672.0,0.0,0.0,109767.0,1.0,0.2,20.0,36557.33,1.0,109739.0,2.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1631.0,0.96,0.38,656.0,1512.0,0.0,1598.0,86.0,86.0,1598.0,86.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
715,299.0,78.0,0.0,108.0,387,960,5.58,1280,12,44,1317,23,1,1.0,0.0,0.0,6.67,0.0,3.0,71885.0,37821.0,0.0,109806.0,1.0,0.2,20.0,23961.67,1.0,109779.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1280.0,1.02,0.35,1008.0,951.0,0.0,1040.0,89.0,89.0,1040.0,89.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
716,300.0,83.0,0.0,107.0,1019,701,4.09,917,7,33,1944,19,1,1.0,0.0,0.0,10.67,0.0,3.0,109686.0,0.0,0.0,109793.0,1.0,0.2,20.0,36562.0,1.0,109773.0,5.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,917.0,0.95,0.47,752.0,1295.0,0.0,1394.0,99.0,99.0,1394.0,99.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
717,339.0,83.0,0.0,108.0,323,880,7.48,1361,16,41,1865,25,1,1.0,0.0,0.0,7.0,0.0,2.67,48703.0,61008.0,0.0,109803.0,1.0,0.2,20.0,16234.33,1.0,109788.0,1.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1361.0,0.93,0.42,928.0,1048.0,0.0,1129.0,81.0,81.0,1129.0,81.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
718,335.0,89.0,0.0,108.0,364,588,6.06,1033,8,25,1892,21,1,1.0,0.0,0.0,9.0,0.0,2.67,98100.0,11594.0,0.0,109801.0,1.0,0.2,20.0,32700.0,1.0,109771.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1033.0,0.91,0.42,640.0,1548.0,0.0,1638.0,90.0,89.0,1638.0,90.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,5.0,17.0,1.0
719,322.0,97.0,0.0,110.0,788,930,3.39,1097,10,110,1154,30,1,1.0,0.0,0.0,8.67,0.0,3.0,109694.0,0.0,0.0,109798.0,1.0,0.2,20.0,36564.67,1.0,109775.0,7.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1097.0,1.0,0.36,984.0,973.0,0.0,1065.0,92.0,92.0,1065.0,92.0,1.0,0.0,0.0,25.67,0.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
720,309.0,86.0,0.0,109.0,304,180,3.87,620,11,35,1406,16,1,1.0,0.0,0.0,7.0,0.0,2.67,90690.0,18986.0,0.0,109781.0,1.0,0.2,20.0,30230.0,1.0,109752.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,620.0,1.02,0.32,232.0,4426.0,0.0,4519.0,93.0,93.0,4519.0,93.0,1.0,0.0,0.0,27.33,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
721,309.0,93.0,0.0,110.0,871,1007,5.26,1180,8,38,1568,26,1,1.0,0.0,0.0,10.33,0.0,2.33,109702.0,0.0,0.0,109801.0,1.0,0.2,20.0,36567.33,1.0,109771.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1180.0,1.07,0.4,1056.0,909.0,0.0,992.0,83.0,83.0,992.0,83.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
722,301.0,93.0,0.0,116.0,830,151,4.38,1416,9,22,1282,20,1,1.0,0.0,0.0,11.33,0.0,2.33,109690.0,0.0,0.0,109792.0,1.0,0.2,20.0,109690.0,1.0,109773.0,4.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,1416.0,1.04,0.44,880.0,1100.0,0.0,1191.0,91.0,90.0,1191.0,91.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,3.0,0.0,0.0,0.0,1.0,33.0,1.0
723,327.0,83.0,0.0,113.0,403,633,7.29,1131,10,53,1369,7,1,1.0,0.0,0.0,6.67,0.0,2.33,84095.0,25612.0,0.0,109797.0,1.0,0.2,20.0,28031.67,1.0,109776.0,3.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1131.0,1.01,0.4,688.0,1447.0,0.0,1524.0,77.0,77.0,1524.0,77.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0
724,344.0,97.0,0.0,119.0,341,901,6.24,1318,19,45,1301,23,1,1.0,0.0,0.0,10.0,0.0,3.0,59924.0,49768.0,0.0,109785.0,1.0,0.2,20.0,19974.67,1.0,109761.0,3.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1318.0,0.99,0.41,952.0,1017.0,0.0,1101.0,84.0,84.0,1101.0,84.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0
725,323.0,88.0,0.0,112.0,318,944,1.5,998,14,100,1258,25,1,1.0,0.0,0.0,7.0,0.0,2.33,109676.0,0.0,0.0,109780.0,1.0,0.2,20.0,36558.67,1.0,109757.0,5.0,7.0,0.0,100.0,1.33,0.0,2.0,40.0,998.0,1.02,0.42,992.0,966.0,0.0,1057.0,91.0,91.0,1057.0,91.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0
726,327.0,73.0,0.0,107.0,284,855,3.17,1072,11,103,1224,19,1,1.0,0.0,0.0,6.0,0.0,2.33,103396.0,6285.0,0.0,109799.0,1.0,0.2,20.0,34465.33,1.0,109782.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1072.0,0.92,0.37,904.0,1058.0,0.0,1159.0,101.0,101.0,1159.0,101.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
727,323.0,88.0,0.0,109.0,252,861,3.15,1095,12,104,1221,19,1,1.0,0.0,0.0,6.0,0.0,2.33,91707.0,17990.0,0.0,109801.0,1.0,0.2,20.0,30569.0,1.0,109779.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1095.0,1.01,0.35,912.0,1057.0,0.0,1149.0,92.0,92.0,1149.0,92.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
728,304.0,83.0,0.0,109.0,267,824,3.04,1071,11,109,1199,19,1,1.0,0.0,0.0,8.33,0.0,2.67,104891.0,4790.0,0.0,109778.0,1.0,0.2,20.0,69927.33,1.0,109757.0,3.0,3.0,0.0,100.0,1.67,0.0,2.0,40.0,1071.0,0.97,0.37,872.0,1115.0,0.0,1202.0,87.0,86.0,1202.0,87.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,3.0,0.0,0.0,0.0,4.0,32.0,1.0
729,285.0,86.0,0.0,106.0,856,843,3.22,1100,11,102,1183,18,1,1.0,0.0,0.0,9.0,0.0,2.67,109708.0,0.0,0.0,109808.0,1.0,0.2,20.0,109708.0,1.0,109792.0,2.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,1100.0,0.95,0.45,896.0,1077.0,0.0,1170.0,93.0,92.0,1170.0,93.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2.0,3.0,0.0,0.0,0.0,4.0,33.0,1.0
730,315.0,90.0,0.0,108.0,278,812,4.26,1140,13,106,1180,19,1,1.0,0.0,0.0,10.0,0.0,3.0,78760.0,30937.0,0.0,109803.0,1.0,0.2,20.0,26253.33,1.0,109782.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1140.0,0.94,0.41,864.0,1121.0,0.0,1213.0,92.0,92.0,1213.0,92.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
731,335.0,84.0,0.0,108.0,382,99,2.78,1059,11,101,1221,20,1,1.0,0.0,0.0,9.33,0.0,3.33,109701.0,0.0,0.0,109797.0,1.0,0.2,20.0,109701.0,1.0,109773.0,5.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,1059.0,0.98,0.4,424.0,2391.0,0.0,2473.0,82.0,82.0,2473.0,82.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
732,342.0,89.0,0.0,108.0,353,673,3.5,1117,12,104,1201,18,1,1.0,0.0,0.0,8.0,0.0,3.0,109705.0,0.0,0.0,109809.0,1.0,0.2,20.0,36568.33,1.0,109792.0,5.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1117.0,1.07,0.35,728.0,1345.0,0.0,1440.0,95.0,94.0,1440.0,95.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,1.0,0.0,0.0,0.0,5.0,17.0,1.0
733,319.0,76.0,0.0,110.0,715,844,5.85,1462,7,113,1213,19,1,1.0,0.0,0.0,10.0,0.0,2.67,109706.0,0.0,0.0,109799.0,1.0,0.2,20.0,36568.67,1.0,109786.0,4.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1462.0,1.05,0.37,896.0,1085.0,0.0,1170.0,85.0,85.0,1170.0,85.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0
734,307.0,98.0,0.0,114.0,745,994,6.34,1384,11,97,1242,19,1,1.0,0.0,0.0,10.0,0.0,2.33,109719.0,0.0,0.0,109809.0,1.0,0.2,20.0,36573.0,1.0,109791.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1384.0,1.19,0.34,1048.0,920.0,0.0,1000.0,80.0,80.0,1000.0,80.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
735,325.0,101.0,0.0,115.0,236,118,2.96,1160,29,107,1165,20,1,1.0,0.0,0.0,10.33,0.0,3.0,109691.0,0.0,0.0,109792.0,1.0,0.2,20.0,36563.67,1.0,109773.0,3.0,6.0,0.0,100.0,1.33,0.0,2.0,40.0,1160.0,0.91,0.43,504.0,1985.0,0.0,2080.0,95.0,95.0,2080.0,95.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
736,315.0,76.0,0.0,106.0,336,854,3.69,1078,12,116,1185,18,1,1.0,0.0,0.0,7.67,0.0,3.33,105283.0,4410.0,0.0,109800.0,1.0,0.2,20.0,35094.33,1.0,109779.0,4.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,1078.0,0.96,0.39,904.0,1066.0,0.0,1159.0,93.0,93.0,1159.0,93.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
737,283.0,76.0,0.0,106.0,425,573,3.32,1357,8,98,1222,21,1,1.0,0.0,0.0,9.0,0.0,2.33,109697.0,0.0,0.0,109790.0,1.0,0.2,20.0,36565.67,1.0,109769.0,5.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1357.0,0.95,0.35,624.0,1592.0,0.0,1680.0,88.0,86.0,1680.0,88.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,3.0,0.0,0.0,0.0,0.0,4.0,25.0,2.0
738,307.0,78.0,0.0,112.0,803,616,6.04,1226,10,99,1231,17,1,1.0,0.0,0.0,9.33,0.0,2.33,109710.0,0.0,0.0,109790.0,1.0,0.2,20.0,109710.0,1.0,109768.0,5.0,6.0,0.0,100.0,2.0,0.0,2.0,40.0,1226.0,1.06,0.37,664.0,1503.0,0.0,1579.0,76.0,76.0,1579.0,76.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0
739,345.0,84.0,0.0,115.0,319,176,3.14,1036,1,50,1148,20,1,1.0,0.0,0.0,8.0,0.0,3.33,109695.0,0.0,0.0,109786.0,1.0,0.2,20.0,36565.0,1.0,109767.0,5.0,7.0,0.0,100.0,1.33,0.0,2.0,40.0,1036.0,0.89,0.39,224.0,4599.0,0.0,4681.0,82.0,81.0,4681.0,82.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,3.0,7.0,0.0,0.0,0.0,7.0,17.0,1.0
740,303.0,74.0,0.0,107.0,767,980,1.7,1305,2,20,2012,11,1,1.0,0.0,0.0,9.67,0.0,3.0,109708.0,0.0,0.0,109802.0,1.0,0.2,20.0,36569.33,1.0,109785.0,2.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1305.0,1.03,0.28,1032.0,933.0,0.0,1016.0,83.0,83.0,1016.0,83.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0
741,363.0,89.0,0.0,112.0,890,203,4.71,1122,11,29,1259,22,1,1.0,0.0,0.0,8.0,0.0,2.67,109692.0,0.0,0.0,109786.0,1.0,0.2,20.0,36564.0,1.0,109763.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1122.0,0.99,0.46,256.0,4011.0,0.0,4096.0,85.0,85.0,4096.0,85.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
742,301.0,86.0,0.0,113.0,288,868,2.14,1520,25,27,1546,18,1,1.0,0.0,0.0,10.33,0.0,2.67,109725.0,0.0,0.0,109822.0,1.0,0.2,20.0,109725.0,1.0,109803.0,1.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1520.0,1.04,0.35,920.0,1052.0,0.0,1139.0,87.0,87.0,1139.0,87.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
743,305.0,83.0,0.0,108.0,839,587,4.02,1402,9,112,1828,8,1,1.0,0.0,0.0,11.67,0.0,3.67,109680.0,0.0,0.0,109789.0,1.0,0.2,20.0,109680.0,1.0,109763.0,5.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1402.0,1.01,0.4,640.0,1540.0,0.0,1638.0,98.0,97.0,1638.0,98.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,0.0,0.0,6.0,35.0,1.0
744,331.0,77.0,0.0,109.0,351,146,1.36,1083,27,24,1200,20,1,1.0,0.0,0.0,10.67,0.0,2.33,109727.0,0.0,0.0,109811.0,1.0,0.2,20.0,36575.67,1.0,109792.0,4.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,1083.0,0.92,0.4,272.0,3777.0,0.0,3855.0,78.0,78.0,3855.0,78.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
745,323.0,85.0,0.0,107.0,376,974,2.78,1431,3,48,1177,19,1,1.0,0.0,0.0,10.0,0.0,2.67,109680.0,0.0,0.0,109800.0,1.0,0.2,20.0,36560.0,1.0,109773.0,2.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1431.0,0.96,0.38,1024.0,919.0,0.0,1024.0,105.0,105.0,1024.0,105.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
746,304.0,86.0,0.0,110.0,727,610,3.48,1263,12,48,1915,21,1,1.0,0.0,0.0,6.0,0.0,2.33,109710.0,0.0,0.0,109812.0,1.0,0.2,20.0,109710.0,1.0,109789.0,5.0,4.0,0.0,100.0,2.0,0.0,2.0,40.0,1263.0,0.92,0.45,664.0,1487.0,0.0,1579.0,92.0,91.0,1579.0,92.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,4.0,3.0,0.0,0.0,0.0,6.0,32.0,1.0
747,316.0,92.0,0.0,108.0,364,878,3.72,1562,10,109,1243,6,1,1.0,0.0,0.0,10.33,0.0,2.33,109704.0,0.0,0.0,109817.0,1.0,0.2,20.0,36568.0,1.0,109787.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1562.0,0.97,0.43,928.0,1030.0,0.0,1129.0,99.0,99.0,1129.0,99.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
748,324.0,81.0,0.0,107.0,400,1010,2.59,1360,4,51,1277,16,1,1.0,0.0,0.0,8.0,0.0,2.67,109676.0,0.0,0.0,109790.0,1.0,0.2,20.0,36558.67,1.0,109766.0,4.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1360.0,0.88,0.47,1064.0,886.0,0.0,985.0,99.0,99.0,985.0,99.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
749,330.0,85.0,0.0,112.0,323,957,7.96,633,5,31,1441,7,1,1.0,0.0,0.0,10.0,0.0,2.67,41933.0,67733.0,0.0,109746.0,1.0,0.2,20.0,13977.67,1.0,109731.0,4.0,6.0,0.0,100.0,1.33,0.0,2.0,40.0,633.0,0.95,0.45,1008.0,967.0,0.0,1040.0,73.0,73.0,1040.0,73.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,3.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0
750,350.0,93.0,0.0,120.0,276,126,5.73,832,11,103,1852,17,1,1.0,0.0,0.0,10.0,0.0,4.67,49849.0,59849.0,0.0,109782.0,1.0,0.2,20.0,16616.33,1.0,109766.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,832.0,1.04,0.41,1008.0,966.0,0.0,1040.0,74.0,73.0,1040.0,74.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,0.0,0.0,0.0,7.0,24.0,1.0
751,294.0,77.0,0.0,108.0,302,567,2.03,1042,9,79,1264,18,1,1.0,0.0,0.0,7.67,0.0,2.67,109704.0,0.0,0.0,109802.0,1.0,0.2,20.0,36568.0,1.0,109781.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1042.0,0.91,0.39,616.0,1610.0,0.0,1702.0,92.0,91.0,1702.0,92.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,6.0,19.0,1.0
752,331.0,87.0,0.0,110.0,819,991,6.46,1196,12,22,1898,22,1,1.0,0.0,0.0,10.67,0.0,2.67,109724.0,0.0,0.0,109824.0,1.0,0.2,20.0,36574.67,1.0,109804.0,1.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1196.0,1.02,0.44,1040.0,913.0,0.0,1008.0,95.0,94.0,1008.0,95.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,1.0,0.0,0.0,0.0,4.0,23.0,1.0
753,330.0,80.0,0.0,108.0,865,164,8.58,1332,10,46,1522,20,1,1.0,0.0,0.0,6.0,0.0,2.33,109716.0,0.0,0.0,109811.0,1.0,0.2,20.0,36572.0,1.0,109797.0,3.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,1332.0,0.94,0.38,216.0,4766.0,0.0,4854.0,88.0,88.0,4854.0,88.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
754,298.0,97.0,0.0,106.0,205,840,8.79,1392,7,74,1160,21,1,1.0,0.0,0.0,6.0,0.0,2.33,27376.0,82353.0,0.0,109771.0,1.0,0.2,20.0,18250.67,1.0,109764.0,2.0,9.0,0.0,100.0,1.67,0.0,2.0,40.0,1392.0,0.97,0.33,888.0,1140.0,0.0,1180.0,40.0,40.0,1180.0,40.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
755,295.0,83.0,0.0,106.0,336,1024,7.8,1476,8,26,1209,19,1,1.0,0.0,0.0,7.67,0.0,2.67,41961.0,67692.0,0.0,109745.0,1.0,0.2,20.0,13987.0,1.0,109730.0,3.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1476.0,0.99,0.43,1072.0,892.0,0.0,978.0,86.0,86.0,978.0,86.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0
756,329.0,89.0,0.0,106.0,365,918,8.11,532,9,53,1388,15,1,1.0,0.0,0.0,6.33,0.0,2.33,48473.0,61225.0,0.0,109776.0,1.0,0.2,20.0,16157.67,1.0,109751.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,532.0,0.97,0.36,968.0,1022.0,0.0,1083.0,61.0,61.0,1083.0,61.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
757,340.0,111.0,0.0,116.0,310,149,2.92,1074,11,32,1230,7,1,1.0,0.0,0.0,11.33,0.0,3.0,109681.0,0.0,0.0,109786.0,1.0,0.2,20.0,109681.0,1.0,109768.0,3.0,2.0,0.0,100.0,2.0,0.0,2.0,40.0,1074.0,1.0,0.46,584.0,1695.0,0.0,1795.0,100.0,98.0,1795.0,100.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,3.0,2.0,0.0,0.0,0.0,6.0,35.0,2.0
