task_id,read,update,scan,insert,mysql_back_log,mysql_key_buffer_size,mysql_max_connections,mysql_innodb_buffer_pool_size,mysql_max_connect_errors,mysql_open_files_limit,mysql_table_open_cache,mysql_max_allowed_packet,mysql_binlog_cache_size,mysql_max_heap_table_size,mysql_tmp_table_size,mysql_read_buffer_size,mysql_read_rnd_buffer_size,mysql_sort_buffer_size,mysql_join_buffer_size,mysql_thread_cache_size,mysql_ft_min_word_len,mysql_transaction_isolation,mysql_innodb_open_files,mysql_innodb_write_io_threads,mysql_innodb_read_io_threads,mysql_innodb_log_buffer_size,mysql_innodb_log_file_size,mysql_innodb_log_files_in_group,mysql_innodb_lock_wait_timeout,mysql_innodb_flush_log_at_trx_commit,mysql_resource,mysql_replicas,mysql_global_status_binlog_cache_use,mysql_global_status_connections,mysql_global_status_created_tmp_tables,mysql_global_status_error_log_buffered_bytes,mysql_global_status_innodb_buffer_pool_read_requests,mysql_global_status_innodb_buffer_pool_reads,mysql_global_status_innodb_buffer_pool_write_requests,mysql_global_status_innodb_data_fsyncs,mysql_global_status_innodb_data_reads,mysql_global_status_innodb_data_writes,mysql_global_status_innodb_dblwr_pages_written,mysql_global_status_innodb_dblwr_writes,mysql_global_status_innodb_log_write_requests,mysql_global_status_innodb_log_writes,mysql_global_status_innodb_os_log_fsyncs,mysql_global_status_innodb_page_size,mysql_global_status_innodb_pages_created,mysql_global_status_innodb_pages_read,mysql_global_status_innodb_pages_written,mysql_global_status_innodb_redo_log_logical_size,mysql_global_status_innodb_system_rows_read,mysql_global_status_innodb_system_rows_updated,mysql_global_status_opened_tables,mysql_global_status_queries,mysql_global_status_questions,mysql_global_status_select_scan,mysql_global_status_ssl_session_cache_size,mysql_global_status_ssl_session_cache_timeout,mysql_global_status_table_locks_immediate,mysql_global_status_table_open_cache_hits,mysql_global_status_table_open_cache_misses,mysql_global_status_table_open_cache_overflows,mysql_global_status_uptime_since_flush_status,mysql_global_variables_binlog_row_event_max_size,mysql_global_variables_binlog_stmt_cache_size,mysql_global_variables_binlog_transaction_dependency_history_size,mysql_global_variables_caching_sha2_password_digest_rounds,mysql_global_variables_connection_memory_chunk_size,mysql_global_variables_cte_max_recursion_depth,mysql_global_variables_delayed_insert_limit,mysql_global_variables_delayed_insert_timeout,mysql_global_variables_delayed_queue_size,mysql_global_variables_eq_range_index_dive_limit,mysql_global_variables_group_concat_max_len,mysql_global_variables_host_cache_size,mysql_global_variables_information_schema_stats_expiry,mysql_global_variables_innodb_adaptive_max_sleep_delay,mysql_global_variables_innodb_concurrency_tickets,mysql_global_variables_innodb_fill_factor,mysql_global_variables_innodb_ft_num_word_optimize,mysql_global_variables_innodb_idle_flush_pct,mysql_global_variables_innodb_io_capacity,mysql_global_variables_innodb_io_capacity_max,mysql_global_variables_innodb_lock_wait_timeout,mysql_global_variables_innodb_log_wait_for_flush_spin_hwm,mysql_global_variables_innodb_log_write_ahead_size,mysql_global_variables_innodb_lru_scan_depth,mysql_global_variables_innodb_old_blocks_time,mysql_global_variables_innodb_open_files,mysql_global_variables_innodb_page_size,mysql_global_variables_innodb_purge_batch_size,mysql_global_variables_innodb_purge_rseg_truncate_frequency,mysql_global_variables_innodb_rollback_segments,mysql_global_variables_innodb_thread_sleep_delay,mysql_global_variables_key_cache_age_threshold,mysql_global_variables_key_cache_block_size,mysql_global_variables_key_cache_division_limit,mysql_global_variables_max_connect_errors,mysql_global_variables_max_connections,mysql_global_variables_max_digest_length,mysql_global_variables_max_error_count,mysql_global_variables_max_length_for_sort_data,mysql_global_variables_max_points_in_geometry,mysql_global_variables_max_prepared_stmt_count,mysql_global_variables_max_sort_length,mysql_global_variables_mysqlx_max_connections,mysql_global_variables_net_buffer_length,mysql_global_variables_performance_schema_max_cond_classes,mysql_global_variables_performance_schema_max_digest_length,mysql_global_variables_performance_schema_max_file_handles,mysql_global_variables_performance_schema_max_memory_classes,mysql_global_variables_performance_schema_max_mutex_classes,mysql_global_variables_performance_schema_max_sql_text_length,mysql_global_variables_performance_schema_max_stage_classes,mysql_global_variables_performance_schema_max_statement_classes,mysql_global_variables_performance_schema_max_thread_classes,mysql_global_variables_performance_schema_session_connect_attrs_size,mysql_global_variables_preload_buffer_size,mysql_global_variables_query_alloc_block_size,mysql_global_variables_query_prealloc_size,mysql_global_variables_range_alloc_block_size,mysql_global_variables_replica_checkpoint_group,mysql_global_variables_replica_checkpoint_period,mysql_global_variables_rpl_read_size,mysql_global_variables_schema_definition_cache,mysql_global_variables_secondary_engine_cost_threshold,mysql_global_variables_select_into_buffer_size,mysql_global_variables_slave_checkpoint_group,mysql_global_variables_slave_checkpoint_period,mysql_global_variables_ssl_session_cache_timeout,mysql_global_variables_stored_program_cache,mysql_global_variables_stored_program_definition_cache,mysql_global_variables_table_definition_cache,mysql_global_variables_table_open_cache,mysql_global_variables_tablespace_definition_cache,mysql_global_variables_transaction_alloc_block_size,mysql_global_variables_transaction_prealloc_size
199,167.0,133631.0,2291.0,127359.0,621,344,1315,720,6631,46003,339,17,63,45,165,92,37,156,17,112,135,READ-UNCOMMITTED,178,33,26,66,21,10,57,2,18,1,0.0,11.67,18.0,1888.0,15198.0,856.0,1933.0,76.0,879.0,271.0,74.0,6.0,840.0,25.0,19.0,16384.0,147.0,855.0,215.0,512.0,4800.0,331.0,868.0,60.33,54.67,27.0,128.0,300.0,9.0,2307.0,868.0,751.0,97.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,668.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,57.0,400.0,8192.0,1024.0,1000.0,178.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6631.0,1315.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,569.0,339.0,256.0,8192.0,4096.0
200,180.0,120191.0,1919.0,185087.0,614,346,1226,815,9670,45466,346,6,63,73,166,96,33,157,16,114,126,READ-UNCOMMITTED,175,35,25,71,22,10,59,2,18,1,43.67,14.67,25.67,1888.0,16021.67,854.67,2339.0,101.33,877.67,421.67,78.67,6.33,1122.0,163.67,33.0,16384.0,159.33,853.67,219.67,149674.67,4822.67,331.0,884.67,136.33,128.33,38.67,128.0,300.0,13.0,2360.0,884.67,751.67,120.67,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,664.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,59.0,400.0,8192.0,1024.0,1000.0,175.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9670.0,1226.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,573.0,346.0,256.0,8192.0,4096.0
201,171.0,438271.0,4847.0,337919.0,583,342,1286,806,6549,43148,279,4,63,75,164,94,30,161,17,114,123,READ-UNCOMMITTED,267,34,27,63,21,10,58,2,18,1,56.0,15.67,30.67,1888.0,16135.33,848.67,2434.0,99.67,872.67,443.33,71.33,4.67,1191.67,193.33,31.67,16384.0,161.33,848.67,212.33,188586.67,4822.67,331.0,1238.33,164.67,155.67,46.33,128.0,300.0,15.67,2021.33,1238.33,1121.33,111.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,667.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,58.0,400.0,8192.0,1024.0,1000.0,267.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6549.0,1286.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,539.0,279.0,256.0,8192.0,4096.0
202,186.0,222975.0,2441.0,175871.0,625,318,797,726,7087,45234,335,7,60,69,169,89,37,153,8,120,128,READ-UNCOMMITTED,189,36,26,60,27,10,59,2,18,1,0.0,12.67,22.0,1888.0,15193.0,851.0,1932.0,73.0,874.0,250.0,54.0,4.0,839.0,26.0,18.0,16384.0,147.0,850.0,195.0,512.0,4800.0,331.0,954.0,74.0,67.33,33.0,128.0,300.0,11.0,2223.0,954.0,838.0,64.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,642.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,59.0,400.0,8192.0,1024.0,1000.0,189.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7087.0,797.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,567.0,335.0,256.0,8192.0,4096.0
203,180.0,2271231.0,1854.0,516607.0,604,284,993,977,9704,46420,366,14,62,62,159,105,22,158,23,109,115,READ-UNCOMMITTED,186,38,26,71,24,10,55,2,19,1,0.0,15.33,32.0,1888.0,15197.0,852.0,1932.0,69.0,876.0,268.0,73.0,3.0,839.0,26.0,17.0,16384.0,147.0,852.0,214.0,512.0,4800.0,331.0,791.67,111.33,102.0,47.67,128.0,300.0,15.67,2390.0,791.67,665.67,98.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,652.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,55.0,400.0,8192.0,1024.0,1000.0,186.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9704.0,993.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,583.0,366.0,256.0,8192.0,4096.0
204,162.0,156543.0,1630.0,171647.0,643,351,1193,765,9556,14065,348,11,58,55,176,98,32,163,17,116,125,READ-UNCOMMITTED,170,35,24,78,15,10,56,2,18,1,0.0,15.0,31.67,1888.0,15341.67,864.0,1939.0,71.0,887.0,274.33,77.0,3.33,841.0,27.67,18.0,16384.0,147.0,863.0,218.0,512.0,4800.0,331.0,874.67,107.67,98.67,47.33,128.0,300.0,15.67,2307.0,874.67,751.67,123.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,662.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,56.0,400.0,8192.0,1024.0,1000.0,170.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9556.0,1193.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,574.0,348.0,256.0,8192.0,4096.0
205,178.0,157823.0,3571.0,124351.0,606,314,7859,943,9276,46416,335,16,47,73,164,77,39,151,6,126,131,READ-UNCOMMITTED,144,33,28,65,30,10,62,2,17,1,0.0,17.0,38.67,1888.0,15458.33,845.0,1946.0,80.0,869.0,263.0,62.0,4.67,843.0,28.67,22.0,16384.0,147.0,845.0,203.0,512.0,4800.0,331.0,962.33,134.33,123.33,58.0,128.0,300.0,19.33,2223.0,962.33,839.33,132.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,995.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,62.0,400.0,8192.0,1024.0,1000.0,144.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9276.0,7859.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,567.0,335.0,256.0,8192.0,4096.0
206,163.0,539647.0,1937.0,240639.0,567,329,1580,710,6680,47706,385,1,67,44,171,113,52,143,12,132,139,READ-UNCOMMITTED,207,40,24,73,19,10,60,2,20,1,0.0,14.0,26.67,1888.0,15200.0,852.0,1932.0,74.0,877.0,252.0,54.0,3.0,839.0,28.0,20.0,16384.0,147.0,853.0,195.0,512.0,4800.0,331.0,626.33,91.0,83.0,40.0,128.0,300.0,13.33,2553.0,626.33,497.33,109.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,682.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,60.0,400.0,8192.0,1024.0,1000.0,207.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6680.0,1580.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,592.0,385.0,256.0,8192.0,4096.0
207,195.0,1375231.0,3445.0,349439.0,652,298,822,891,9967,43941,370,122,54,39,183,66,45,167,27,141,174,READ-UNCOMMITTED,232,37,25,68,11,10,61,2,19,1,0.0,14.33,28.33,1888.0,15603.0,850.0,1953.0,80.0,873.0,265.0,66.0,5.0,845.0,27.0,21.0,16384.0,147.0,849.0,207.0,512.0,4800.0,331.0,708.33,97.0,88.67,42.67,128.0,300.0,14.33,2472.0,708.33,580.67,145.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,644.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,61.0,400.0,8192.0,1024.0,1000.0,232.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9967.0,822.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,585.0,370.0,256.0,8192.0,4096.0
208,168.0,339711.0,3383.0,553983.0,505,60,481,821,6426,57674,325,5,65,8,155,91,25,156,31,112,105,READ-UNCOMMITTED,686,42,11,68,8,10,55,2,18,1,0.0,14.0,27.33,1888.0,15194.0,854.0,1931.0,70.0,877.0,267.0,73.0,3.0,838.0,25.0,18.0,16384.0,147.0,853.0,214.0,512.0,4800.0,331.0,956.33,93.67,85.67,40.67,128.0,300.0,13.33,2223.0,956.33,838.0,103.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,609.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,55.0,400.0,8192.0,1024.0,1000.0,686.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6426.0,481.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,562.0,325.0,256.0,8192.0,4096.0
209,165.0,153855.0,18047.0,189695.0,249,512,1347,735,9166,64183,292,79,100,51,222,82,12,146,18,156,241,READ-UNCOMMITTED,638,59,8,67,45,10,57,2,16,1,0.0,13.33,25.0,1888.0,15472.33,856.0,1946.0,74.67,880.0,255.33,58.0,3.33,843.0,27.33,20.33,16384.0,147.0,856.0,199.0,682.67,4800.0,331.0,1129.33,85.0,77.67,37.33,128.0,300.0,12.33,2049.0,1129.33,1020.0,130.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,670.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,57.0,400.0,8192.0,1024.0,1000.0,638.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9166.0,1347.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,546.0,292.0,256.0,8192.0,4096.0
210,153.0,1624063.0,2675.0,1257471.0,548,225,1129,674,6888,31508,307,76,126,62,227,153,55,123,10,118,133,SERIALIZABLE,105,62,49,76,21,10,53,2,17,1,0.0,10.0,10.0,1888.0,15194.0,850.0,1932.0,72.0,873.0,249.0,54.0,4.0,839.0,25.0,18.0,16384.0,147.0,849.0,195.0,512.0,4800.0,331.0,1034.67,34.67,30.67,15.67,128.0,300.0,5.67,2137.0,1034.67,928.0,41.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,659.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,53.0,400.0,8192.0,1024.0,1000.0,105.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6888.0,1129.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,553.0,307.0,256.0,8192.0,4096.0
211,168.0,280319.0,4187.0,213503.0,688,256,674,687,7952,9262,404,19,50,31,179,74,34,77,1,105,178,READ-COMMITTED,967,39,30,81,34,9,41,2,21,1,0.0,11.0,15.67,1888.0,15197.0,851.0,1932.0,74.0,875.0,270.0,56.0,3.0,839.0,45.0,20.0,16384.0,147.0,851.0,197.0,512.0,4800.0,331.0,541.0,52.33,47.33,23.67,128.0,300.0,8.0,2633.0,541.0,415.0,91.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,636.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,41.0,400.0,8192.0,1024.0,1000.0,967.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7952.0,674.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,602.0,404.0,256.0,8192.0,4096.0
212,168.0,724479.0,4061.0,532479.0,467,380,1853,712,5282,48651,70,23,69,47,87,240,42,148,156,96,145,READ-UNCOMMITTED,157,32,20,119,103,9,30,2,26,1,0.0,12.67,21.0,1888.0,15204.0,857.0,1932.0,75.0,880.0,256.0,54.0,4.0,839.0,32.0,19.0,16384.0,147.0,856.0,195.0,512.0,4800.0,331.0,2266.67,72.0,65.33,31.67,128.0,300.0,10.67,910.0,2266.67,2231.0,67.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,695.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,30.0,400.0,8192.0,1024.0,1000.0,157.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,5282.0,1853.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,435.0,70.0,256.0,8192.0,4096.0
213,163.0,144639.0,2321.0,111679.0,286,358,1558,746,6135,54329,361,20,64,43,234,126,50,139,58,161,160,SERIALIZABLE,172,34,22,109,17,9,34,2,25,1,0.0,14.0,27.67,1888.0,15195.0,853.0,1932.0,71.0,876.0,269.0,73.0,3.0,839.0,27.0,19.0,16384.0,147.0,852.0,214.0,512.0,4800.0,331.0,790.0,95.0,87.0,41.67,128.0,300.0,14.0,2390.0,790.0,665.0,106.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,680.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,34.0,400.0,8192.0,1024.0,1000.0,172.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6135.0,1558.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,580.0,361.0,256.0,8192.0,4096.0
214,170.0,279039.0,4395.0,171775.0,421,347,2435,998,9417,6963,108,27,71,55,148,104,40,207,137,108,151,REPEATABLE-READ,487,27,23,71,25,9,37,2,19,1,0.0,12.67,21.33,1888.0,15196.0,851.0,1933.0,76.0,874.0,265.0,69.0,5.0,840.0,25.0,19.0,16384.0,147.0,850.0,210.0,512.0,4800.0,331.0,2107.67,73.0,66.33,32.0,128.0,300.0,10.67,1069.0,2107.67,2062.0,72.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,724.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,37.0,400.0,8192.0,1024.0,1000.0,487.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9417.0,2435.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,454.0,108.0,256.0,8192.0,4096.0
215,150.0,205055.0,3801.0,113471.0,439,387,920,862,5725,45416,848,65,73,51,162,225,60,193,146,76,137,READ-COMMITTED,471,36,25,101,19,9,32,2,20,1,0.0,11.33,16.33,1888.0,15196.0,850.0,1932.0,74.0,873.0,268.0,68.0,4.0,839.0,30.0,19.0,16384.0,147.0,849.0,209.0,512.0,4800.0,331.0,143.33,55.33,50.0,24.67,128.0,300.0,8.33,3031.0,143.33,0.0,93.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,649.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,32.0,400.0,8192.0,1024.0,1000.0,471.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,5725.0,920.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,824.0,848.0,256.0,8192.0,4096.0
216,168.0,256255.0,3013.0,375295.0,526,365,1383,654,8818,50375,676,9,128,34,154,97,45,111,162,89,165,SERIALIZABLE,331,32,36,117,13,7,30,2,24,1,0.0,12.67,21.0,1888.0,15191.0,848.0,1933.0,74.0,871.0,253.0,54.0,4.0,840.0,29.0,18.0,16384.0,147.0,847.0,195.0,512.0,4800.0,331.0,145.67,73.0,66.33,31.67,128.0,300.0,10.67,3031.0,145.67,0.0,101.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,672.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,30.0,400.0,8192.0,1024.0,1000.0,331.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8818.0,1383.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,738.0,676.0,256.0,8192.0,4096.0
217,165.0,206591.0,2006.0,146815.0,490,330,5390,722,6308,42758,93,70,120,94,170,245,35,155,151,101,171,READ-UNCOMMITTED,578,33,34,98,22,10,35,2,30,1,0.0,13.33,24.0,1888.0,15200.0,852.0,1932.0,75.0,875.0,249.0,54.0,4.0,839.0,25.0,19.0,16384.0,147.0,851.0,195.0,512.0,4800.0,331.0,2187.0,82.0,74.67,36.0,128.0,300.0,12.0,991.0,2187.0,2145.0,66.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,872.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,35.0,400.0,8192.0,1024.0,1000.0,578.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6308.0,5390.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,446.0,93.0,256.0,8192.0,4096.0
218,230.0,1086463.0,3093.0,1543167.0,381,415,1002,693,9672,62658,475,30,57,59,191,214,49,174,168,151,190,SERIALIZABLE,661,51,26,88,39,9,43,2,28,1,0.0,9.0,7.33,1888.0,15197.0,854.0,1932.0,91.0,877.0,284.0,77.0,8.0,839.0,29.0,25.0,16384.0,147.0,853.0,218.0,512.0,4800.0,331.0,217.67,23.67,20.67,11.0,128.0,300.0,3.67,2952.0,217.67,88.0,141.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,653.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,43.0,400.0,8192.0,1024.0,1000.0,661.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9672.0,1002.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,637.0,475.0,256.0,8192.0,4096.0
