task_id,read,update,scan,insert,redis_redis_tcp_keepalive,redis_repl_diskless_sync_delay,redis_maxmemory,redis_maxmemory_policy,redis_maxmemory_samples,redis_maxclients,redis_tcp_backlog,redis_list_max_ziplist_size,redis_hash_max_ziplist_entries,redis_hash_max_ziplist_value,redis_list_compress_depth,redis_set_max_intset_entries,redis_zset_max_ziplist_entries,redis_zset_max_ziplist_value,redis_hll_sparse_max_bytes,redis_hz,redis_active_defrag_ignore_bytes,redis_lua_time_limit,redis_resource,redis_replicas,redis_active_defrag_running,redis_allocator_frag_bytes,redis_allocator_frag_ratio,redis_allocator_rss_ratio,redis_aof_base_size_bytes,redis_aof_buffer_length,redis_aof_current_rewrite_duration_sec,redis_aof_delayed_fsync,redis_aof_enabled,redis_aof_last_bgrewrite_status,redis_aof_last_cow_size_bytes,redis_aof_last_rewrite_duration_sec,redis_aof_last_write_status,redis_aof_pending_bio_fsync,redis_aof_pending_rewrite,redis_aof_rewrite_in_progress,redis_aof_rewrite_scheduled,redis_blocked_clients,redis_client_recent_max_input_buffer_bytes,redis_client_recent_max_output_buffer_bytes,redis_clients_in_timeout_table,redis_cluster_connections,redis_cluster_enabled,redis_config_io_threads,redis_config_maxclients,redis_connected_clients,redis_connected_slaves,redis_connections_received_total,redis_cpu_sys_children_seconds_total,redis_cpu_sys_main_thread_seconds_total,redis_cpu_sys_seconds_total,redis_cpu_user_children_seconds_total,redis_cpu_user_main_thread_seconds_total,redis_cpu_user_seconds_total,redis_defrag_hits,redis_defrag_key_hits,redis_defrag_key_misses,redis_defrag_misses,redis_dump_payload_sanitizations,redis_evicted_keys_total,redis_expired_keys_total,redis_expired_stale_percentage,redis_expired_time_cap_reached_total,redis_exporter_last_scrape_connect_time_seconds,redis_exporter_last_scrape_duration_seconds,redis_exporter_last_scrape_error,redis_exporter_scrape_duration_seconds_sum,redis_exporter_scrape_duration_seconds_count,redis_exporter_scrapes_total,redis_io_threaded_reads_processed,redis_io_threaded_writes_processed,redis_io_threads_active,redis_keyspace_hits_total,redis_keyspace_misses_total,redis_last_key_groups_scrape_duration_milliseconds,redis_last_slow_execution_duration_seconds,redis_latest_fork_seconds,redis_lazyfree_pending_objects,redis_loading_dump_file,redis_master_repl_offset,redis_mem_clients_normal,redis_mem_clients_slaves,redis_mem_fragmentation_ratio,redis_mem_not_counted_for_eviction_bytes,redis_memory_used_lua_bytes,redis_memory_used_overhead_bytes,redis_memory_used_scripts_bytes,redis_memory_used_startup_bytes,redis_migrate_cached_sockets_total,redis_module_fork_in_progress,redis_module_fork_last_cow_size,redis_number_of_cached_scripts,redis_process_id,redis_pubsub_channels,redis_pubsub_patterns,redis_rdb_bgsave_in_progress,redis_rdb_changes_since_last_save,redis_rdb_current_bgsave_duration_sec,redis_rdb_last_bgsave_duration_sec,redis_rdb_last_bgsave_status,redis_rejected_connections_total,redis_repl_backlog_first_byte_offset,redis_repl_backlog_history_bytes,redis_repl_backlog_is_active,redis_replica_partial_resync_accepted,redis_replica_partial_resync_denied,redis_replica_resyncs_full,redis_second_repl_offset,redis_slave_expires_tracked_keys,redis_slowlog_last_id,redis_slowlog_length,redis_target_scrape_request_errors_total,redis_total_error_replies,redis_total_reads_processed,redis_total_writes_processed,redis_tracking_clients,redis_tracking_total_items,redis_tracking_total_keys,redis_tracking_total_prefixes,redis_unexpected_error_replies,redis_up,redis_uptime_in_seconds
179,92.0,72.0,79295.0,158.0,377,7,2086,allkeys-lru,6,85838,784,1,756,1008,1,900,866,963,9442,36,298,5514,14,1,0.0,438880.0,1.0,1.05,1.29,0.0,-1.0,0.0,1.0,1.0,7.52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85838.0,1.0,0.0,6.0,0.23,3.0,3.08,1.69,2.21,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,191.71,16926.0,16926.0,0.0,0.0,0.0,47150.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.07,184.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,266665.0,266659.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0
180,98.0,75.0,81983.0,170.0,394,1,947,volatile-random,11,65956,3391,2,774,905,3,1008,891,69,8379,30,64,5608,9,1,0.0,436309.33,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,8.58,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65956.0,1.0,0.0,9.67,0.2,2.97,3.02,1.41,2.37,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,191.76,16935.67,16935.67,0.0,0.0,0.0,48673.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,291457.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,268206.33,268196.67,0.0,0.0,0.0,0.0,0.0,1.0,89.0
181,92.0,69.0,100351.0,158.0,407,6,3255,volatile-lfu,9,5439,4139,1,741,976,3,678,757,109,9221,39,228,7413,4,1,0.0,441816.0,1.0,1.05,1.22,0.0,-1.0,0.0,1.0,1.0,7.19,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5439.0,1.0,0.0,8.67,0.2,3.42,3.47,1.62,2.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,191.81,16943.67,16943.67,0.0,0.0,0.0,50052.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.06,2560.0,31744.0,6.09,184.0,649096.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,236208.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,269622.33,269613.67,0.0,0.0,0.0,0.0,0.0,1.0,86.0
182,96.0,70.0,79359.0,157.0,288,6,1729,allkeys-lfu,8,93911,3552,1,733,852,0,887,814,247,6069,33,143,4682,29,1,0.0,420072.0,1.0,1.03,1.27,0.0,-1.0,0.0,1.0,1.0,7.36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93911.0,1.0,0.0,6.67,0.23,3.04,3.08,1.59,2.18,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,191.85,16954.67,16954.67,0.0,0.0,0.0,51816.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,271375.33,271368.67,0.0,0.0,0.0,0.0,0.0,1.0,79.0
183,89.0,67.0,76031.0,157.0,278,6,1392,allkeys-lfu,8,95996,3754,1,617,874,0,863,827,315,6507,32,156,4898,27,1,0.0,400408.0,1.0,1.05,1.3,0.0,-1.0,0.0,1.0,1.0,7.49,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95996.0,1.0,0.0,9.0,0.23,3.04,3.08,1.19,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,191.91,16967.0,16967.0,0.0,0.0,0.0,50308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,269882.0,269873.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0
184,113.0,81.0,81215.0,171.0,277,6,1480,allkeys-lfu,7,97507,3958,1,617,876,0,846,838,507,1384,28,153,4995,29,1,0.0,412245.33,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,7.42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97507.0,1.0,0.0,11.33,0.19,3.22,3.27,1.17,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,191.97,16979.33,16979.33,0.0,0.0,0.0,47852.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.77,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267436.67,267425.33,0.0,0.0,0.0,0.0,0.0,1.0,116.0
185,126.0,74.0,76927.0,167.0,383,4,3988,allkeys-lfu,8,99738,3734,1,613,829,0,866,371,281,6857,35,167,5185,25,1,0.0,377098.67,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,8.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99738.0,1.0,0.0,4.0,0.3,3.18,3.23,1.44,2.11,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,193.56,16988.0,16988.0,0.0,0.0,0.0,47158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,2560.0,31744.0,1.17,184.0,6.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,212402.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,266737.0,266733.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0
186,95.0,71.0,78207.0,156.0,366,5,2304,allkeys-random,9,91620,4284,1,565,928,0,827,858,202,6449,32,122,4289,27,1,0.0,378213.33,1.0,1.05,1.29,0.0,-1.0,0.0,1.0,1.0,7.36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91620.0,1.0,0.0,9.33,0.13,2.97,3.05,0.91,2.35,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,193.6,16996.33,16996.33,0.0,0.0,0.0,53338.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,8.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.13,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,272890.67,272881.33,0.0,0.0,0.0,0.0,0.0,1.0,103.0
187,93.0,76.0,77759.0,158.0,268,6,1298,allkeys-lfu,7,95871,3067,1,638,892,0,591,878,899,8559,37,193,9524,11,1,0.0,388680.0,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,8.41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,95871.0,1.0,0.0,7.0,0.21,3.23,3.28,1.44,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,194.21,17006.0,17006.0,0.0,0.0,0.0,49846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12544.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,-1.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,269334.0,269327.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0
188,97.0,72.0,78143.0,162.0,292,6,2755,noeviction,8,88231,3545,1,791,991,3,912,788,589,1642,48,457,9817,30,1,0.0,380826.67,1.0,1.05,1.26,0.0,-1.0,0.0,1.0,1.0,9.47,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88231.0,1.0,0.0,4.0,0.24,3.24,3.29,1.34,2.13,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,194.23,17009.0,17009.0,0.0,0.0,0.0,56573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,8.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214256.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,276088.0,276084.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0
189,108.0,72.0,71679.0,157.0,397,9,1954,volatile-lru,7,84522,4623,1,658,940,2,709,827,924,5688,41,390,3224,16,1,0.0,377994.67,1.0,1.03,1.27,0.0,-1.0,0.0,1.0,1.0,7.38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84522.0,1.0,0.0,4.0,0.3,3.16,3.23,1.49,2.02,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,194.25,17012.0,17012.0,0.0,0.0,0.0,42336.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.07,184.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155194.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,261830.0,261826.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0
190,97.0,69.0,78527.0,164.0,246,7,1059,allkeys-random,8,79270,3956,1,598,899,3,300,847,320,2314,26,442,8630,28,1,0.0,411698.67,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,7.58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79270.0,1.0,0.0,9.33,0.2,3.25,3.31,1.43,2.23,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,194.29,17020.33,17020.33,0.0,0.0,0.0,57321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.01,184.0,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,242723.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,276860.67,276851.33,0.0,0.0,0.0,0.0,0.0,1.0,100.0
191,96.0,68.0,80383.0,158.0,375,8,3781,volatile-random,16,42145,5119,1,710,960,0,858,909,363,8803,51,246,4885,7,1,0.0,429408.0,1.0,1.05,1.3,0.0,-1.0,0.0,1.0,1.0,9.61,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42145.0,1.0,0.0,6.0,0.19,3.24,3.29,1.19,2.19,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,194.86,17030.0,17030.0,0.0,0.0,0.0,50624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,8.25,184.0,2.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,270162.0,270156.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0
192,93.0,68.0,74431.0,158.0,388,6,1781,allkeys-lfu,8,95195,3747,1,723,864,0,874,811,243,6729,33,133,4491,28,1,0.0,376794.67,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,7.38,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95195.0,1.0,0.0,9.0,0.18,3.15,3.22,1.4,2.12,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,194.91,17043.0,17043.0,0.0,0.0,0.0,52954.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,252102.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,272478.0,272469.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
193,94.0,68.0,78655.0,157.0,265,6,1685,allkeys-lfu,8,96088,3326,1,575,809,0,873,796,190,6749,29,162,4738,28,1,0.0,403989.33,1.0,1.03,1.24,0.0,-1.0,0.0,1.0,1.0,7.31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96088.0,1.0,0.0,9.0,0.19,3.09,3.13,1.35,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,194.95,17053.0,17053.0,0.0,0.0,0.0,57062.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,238021.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,276610.0,276601.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0
194,93.0,72.0,77951.0,163.0,276,6,2405,allkeys-lfu,9,93054,3858,1,687,876,0,548,820,224,6596,31,141,4518,26,1,0.0,398765.33,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,9.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93054.0,1.0,0.0,10.0,0.3,3.19,3.23,1.41,2.17,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.02,17063.0,17063.0,0.0,0.0,0.0,53504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,276603.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273037.0,273027.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
195,119.0,88.0,81279.0,186.0,392,6,4344,allkeys-lfu,9,98948,4371,1,369,865,0,838,775,261,6403,34,175,3725,13,1,0.0,402184.0,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,7.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98948.0,1.0,0.0,9.0,0.22,3.33,3.36,1.38,2.27,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.07,17075.0,17075.0,0.0,0.0,0.0,53980.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.04,2560.0,31744.0,1.17,184.0,6.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,401985.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273509.0,273500.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
196,95.0,75.0,73599.0,161.0,258,5,2160,allkeys-lru,7,97233,3754,1,730,838,0,902,840,280,7100,64,150,3994,27,1,0.0,403866.67,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,8.24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97233.0,1.0,0.0,10.67,0.13,3.25,3.3,1.43,2.11,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.13,17089.67,17089.67,0.0,0.0,0.0,41226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,284381.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,260788.33,260777.67,0.0,0.0,0.0,0.0,0.0,1.0,103.0
197,95.0,74.0,75583.0,159.0,382,6,1875,allkeys-lfu,8,94629,4157,1,756,921,1,737,870,220,4718,36,80,4327,28,1,0.0,404229.33,1.0,1.05,1.29,0.0,-1.0,0.0,1.0,1.0,8.46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,1.0,94629.0,1.0,0.0,11.0,0.17,3.09,3.14,1.08,2.12,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.19,17100.0,17100.0,0.0,0.0,0.0,38836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,876442.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,258436.0,258425.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0
198,116.0,88.0,75775.0,181.0,356,6,812,allkeys-random,15,90153,3477,1,260,857,3,791,809,525,3316,39,130,5119,30,1,0.0,402552.0,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,7.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90153.0,1.0,0.0,7.0,0.16,3.05,3.1,1.22,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.25,17110.0,17110.0,0.0,0.0,0.0,44190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,263743.0,263736.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0
199,91.0,66.0,77055.0,158.0,237,7,3456,volatile-ttl,6,50315,3202,1,746,1008,3,857,533,978,6651,32,257,4688,21,1,0.0,402832.0,1.0,1.05,1.29,0.0,-1.0,0.0,1.0,1.0,1.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50315.0,1.0,0.0,8.0,0.2,3.18,3.23,0.93,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.29,17120.0,17120.0,0.0,0.0,0.0,49717.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,8.71,184.0,3.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,269267.0,269259.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0
200,97.0,69.0,76031.0,161.0,205,7,3676,volatile-ttl,6,49442,3217,1,751,1005,3,851,384,1022,7516,44,275,4845,22,1,0.0,410416.0,1.0,1.05,1.24,0.0,-1.0,0.0,1.0,1.0,7.28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49442.0,1.0,0.0,10.67,0.13,3.19,3.24,0.9,2.11,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.35,17131.67,17131.67,0.0,0.0,0.0,46887.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,8.71,184.0,3.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.11,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,266480.33,266469.67,0.0,0.0,0.0,0.0,0.0,1.0,103.0
201,109.0,70.0,84991.0,159.0,244,7,2895,volatile-ttl,5,53306,1358,1,977,1013,3,959,637,968,6943,30,257,4110,5,1,0.0,425946.67,1.0,1.05,1.22,0.0,-1.0,0.0,1.0,1.0,7.22,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53306.0,1.0,0.0,6.67,0.15,3.15,3.2,1.09,2.16,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.39,17139.67,17139.67,0.0,0.0,0.0,52272.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,8.71,184.0,3.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.03,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,271849.33,271842.67,0.0,0.0,0.0,0.0,0.0,1.0,101.0
202,94.0,71.0,74431.0,158.0,402,7,3455,volatile-ttl,7,16058,3601,1,742,991,3,876,536,984,6626,32,249,4675,23,1,0.0,385384.0,1.0,1.04,1.29,0.0,-1.0,0.0,1.0,1.0,9.26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16058.0,1.0,0.0,6.67,0.14,3.07,3.12,0.88,2.13,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.43,17150.67,17150.67,0.0,0.0,0.0,44659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,8.0,31744.0,6.61,184.0,1.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.16,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,264213.33,264206.67,0.0,0.0,0.0,0.0,0.0,1.0,103.0
203,100.0,75.0,79743.0,164.0,232,3,3140,volatile-ttl,6,69413,2881,1,702,984,3,401,862,311,6628,34,271,4457,23,1,0.0,427848.0,1.0,1.03,1.25,0.0,-1.0,0.0,1.0,1.0,7.34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69413.0,1.0,0.0,9.0,0.15,3.31,3.36,1.35,2.02,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.49,17165.0,17165.0,0.0,0.0,0.0,57067.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,320357.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,276585.0,276576.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0
